chapter,sentence,entity1,entity2,relation
078.txt,<p>当下麝月秋纹已带了两个丫头来等候，见宝玉辞了贾母出来，秋纹便将笔墨拿起来，一同随宝玉进园来。宝玉满口里说“好热”，一壁走，一壁便摘冠解带，将外面的大衣服都脱下来麝月拿着，只穿着一件松花绫子夹袄，袄内露出血点般大红裤子来。秋纹见这条红裤是晴雯手内针线，因叹道：“这条裤子以后收了罢，真是物件在人去了。”麝月忙也笑道：“这是晴雯的针线。”又叹道：“真真物在人亡了！”秋纹将麝月拉了一把，笑道：“这裤子配着松花色袄儿，石青靴子，越显出这靛青的头，雪白的脸来了。”宝玉在前只装听不见，又走了两步，便止步道：“我要走一走，这怎么好？”麝月道：“大白日里，还怕什么？还怕丢了你不成！”因命两个小丫头跟着，“我们送了这些东西去再来。”宝玉道：“好姐姐，等一等我再去。”麝月道：“我们去了就来。两个人手里都有东西，倒向摆执事的，一个捧着文房四宝，一个捧着冠袍带履，成个什么样子。”宝玉听见，正中心怀，便让他两个去了。</p>,秋纹,贾母,丫头
078.txt,<p>他便带了两个小丫头到一石后，也不怎么样，只问他二人道：“自我去了，你袭人姐姐打发人瞧晴雯姐姐去了不曾？”这一个答道：“打发宋妈妈瞧去了。”宝玉道：“回来说什么？”小丫头道：“回来说晴雯姐姐直着脖子叫了一夜，今日早起就闭了眼，住了口，世事不知，也出不得一声儿，只有倒气的分儿了。”宝玉忙道：“一夜叫的是谁？”小丫头子说：“一夜叫的是娘。”宝玉拭泪道：“还叫谁？”小丫头子道：“没有听见叫别人了。”宝玉道：“你糊涂，想必没有听真。”旁边那一个小丫头最伶俐，听宝玉如此说，便上来说：“真个他糊涂。”又向宝玉道：“不但我听得真切，我还亲自偷着看去的。”宝玉听说，忙问：“你怎么又亲自看去？”小丫头道：“我因想晴雯姐姐素日与别人不同，待我们极好。如今他虽受了委屈出去，我们不能别的法子救他，只亲去瞧瞧，也不枉素日疼我们一场。就是人知道了回了太太，打我们一顿，也是愿受的。所以我拚着挨一顿打，偷着下去瞧了一瞧。谁知他平生为人聪明，至死不变。他因想着那起俗人不可说话，所以只闭眼养神，见我去了便睁开眼，拉我的手问：‘宝玉那去了？’我告诉他实情。他叹了一口气说：‘不能见了。’我就说：‘姐姐何不等一等他回来见一面，岂不两完心愿？’他就笑道：‘你们还不知道。我不是死，如今天上少了一位花神，玉皇敕命我去司主。我如今在未正二刻到任司花，宝玉须待未正三刻才到家，只少得一刻的工夫，不能见面。世上凡该死之人阎王勾取了过去，是差些小鬼来捉人魂魄。若要迟延一时半刻，不过烧些纸钱浇些浆饭，那鬼只顾抢钱去了，该死的人就可多待些个工夫。我这如今是有天上的神仙来召请，岂可捱得时刻！’我听了这话，竟不大信，及进来到房里留神看时辰表时，果然是未正二刻他咽了气，正三刻上就有人来叫我们，说你来了。这时候倒都对合。”宝玉忙道：“你不识字看书，所以不知道。这原是有的，不但花有个神，一样花有一位神之外还有总花神。但他不知是作总花神去了，还是单管一样花的神？”这丫头听了，一时诌不出来。恰好这是八月时节，园中池上芙蓉正开。这丫头便见景生情，忙答道：“我也曾问他是管什么花的神，告诉我们日后也好供养的。他说：‘天机不可泄漏。你既这样虔诚，我只告诉你，你只可告诉宝玉一人。除他之外若泄了天机，五雷就来轰顶的。’他就告诉我说，他就是专管这芙蓉花的。”宝玉听了这话，不但不为怪，亦且去悲而生喜，乃指芙蓉笑道：“此花也须得这样一个人去司掌。我就料定他那样的人必有一番事业做的。虽然超出苦海，从此不能相见，也免不得伤感思念。”因又想：“虽然临终未见，如今且去灵前一拜，也算尽这五六年的情常。”</p>,袭人,晴雯,姐姐
079.txt,<p>原来这夏家小姐今年方十七岁，生得亦颇有姿色，亦颇识得几个字。若论心中的邱壑经纬，颇步熙凤之后尘。只吃亏了一件，从小时父亲去世的早，又无同胞弟兄，寡母独守此女，娇养溺爱，不啻珍宝，凡女儿一举一动，彼母皆百依百随，因此未免娇养太过，竟酿成个盗跖的性气。爱自己尊若菩萨，窥他人秽如粪土，外具花柳之姿，内秉风雷之性。在家中时常就和丫鬟们使性弄气，轻骂重打的。今日出了阁，自为要作当家的奶奶，比不得作女儿时腼腆温柔，须要拿出这威风来，才钤压得住人，况且见薛蟠气质刚硬，举止骄奢，若不趁热灶一气炮制熟烂，将来必不能自竖旗帜矣，又见有香菱这等一个才貌俱全的爱妾在室，越发添了“宋太祖灭南唐”之意，“卧榻之侧岂容他人酣睡”之心。因他家多桂花，他小名就唤做金桂。他在家时不许人口中带出金桂二字来，凡有不留心误道一字者，他便定要苦打重罚才罢。他因想桂花二字是禁止不住的，须另唤一名，因想桂花曾有广寒嫦娥之说，便将桂花改为嫦娥花，又寓自己身分如此。</p>,薛蟠,香菱,女儿
080.txt,<p>只因薛蟠天性是“得陇望蜀”的，如今得娶了金桂，又见金桂的丫鬟宝蟾有三分姿色，举止轻浮可爱，便时常要茶要水的故意撩逗他。宝蟾虽亦解事，只是怕着金桂，不敢造次，且看金桂的眼色。金桂亦颇觉察其意，想着：“正要摆布香菱，无处寻隙，如今他既看上了宝蟾，如今且舍出宝蟾去与他，他一定就和香菱疏远了，我且乘他疏远之时，便摆布了香菱。那时宝蟾原是我的人，也就好处了。”打定了主意，伺机而发。</p>,薛蟠,宝蟾,丫环
080.txt,<p>那时迎春已来家好半日，孙家的婆娘媳妇等人已待过晚饭，打发回家去了。迎春方哭哭啼啼的在王夫人房中诉委曲，说孙绍祖“一味好色，好赌酗酒，家中所有的媳妇丫头将及淫遍。略劝过两三次，便骂我是‘醋汁子老婆拧出来的’。又说老爷曾收着他五千银子，不该使了他的。如今他来要了两三次不得，他便指着我的脸说道：‘你别和我充夫人娘子，你老子使了我五千银子，把你准折买给我的。好不好，打一顿撵在下房里睡去。当日有你爷爷在时，希图上我们的富贵，赶着相与的。论理我和你父亲是一辈，如今强压我的头，卖了一辈。又不该作了这门亲，倒没的叫人看着赶势利似的。’”一行说，一行哭的呜呜咽咽，连王夫人并众姊妹无不落泪。王夫人只得用言语解劝说：“已是遇见了这不晓事的人，可怎么样呢。想当日你叔叔也曾劝过大老爷，不叫作这门亲的。大老爷执意不听，一心情愿，到底作不好了。我的儿，这也是你的命。”迎春哭道：“我不信我的命就这么不好！从小儿没了娘，幸而过婶子这边过了几年心净日子，如今偏又是这么个结果！”王夫人一面劝解，一面问他随意要在那里安歇。迎春道：“乍乍的离了姊妹们，只是眠思梦想。二则还记挂着我的屋子，还得在园里旧房子里住得三五天，死也甘心了。不知下次还可能得住不得住了呢！”王夫人忙劝道：“快休乱说。不过年轻的夫妻们，闲牙斗齿，亦是万万人之常事，何必说这丧话。”仍命人忙忙的收拾紫菱洲房屋，命姊妹们陪伴着解释，又吩咐宝玉：“不许在老太太跟前走漏一些风声，倘或老太太知道了这些事，都是你说的。”宝玉唯唯的听命。迎春是夕仍在旧馆安歇。众姊妹等更加亲热异常。一连住了三日，才往邢夫人那边去。先辞过贾母及王夫人，然后与众姊妹分别，更皆悲伤不舍。还是王夫人薛姨妈等安慰劝释，方止住了过那边去。又在邢夫人处住了两日，就有孙绍祖的人来接去。迎春虽不愿去，无奈惧孙绍祖之恶，只得勉强忍情作辞了。邢夫人本不在意，也不问其夫妻和睦，家务烦难，只面情塞责而已。终不知端的，且听下回分解。</p>,王夫人,孙绍祖,丫头
082.txt,<p>却说宝玉回到怡红院中，进了屋子，只见袭人从里间迎出来，便问：“回来了么？”秋纹应道：“二爷早来了，在林姑娘那边来着。”宝玉道：“今日有事没有？”袭人道：“事却没有。方才太太叫鸳鸯姐姐来吩咐我们：如今老爷发狠叫你念书，如有丫鬟们再敢和你顽笑，都要照着晴雯司棋的例办。我想，伏侍你一场，赚了这些言语，也没什么趣儿。”说着，便伤起心来。宝玉忙道：“好姐姐，你放心。我只好生念书，太太再不说你们了。我今儿晚上还要看书，明日师父叫我讲书呢。我要使唤，横竖有麝月秋纹呢，你歇歇去罢。”袭人道：“你要真肯念书，我们伏侍你也是欢喜的。”宝玉听了，赶忙吃了晚饭，就叫点灯，把念过的《四书》翻出来。只是从何处看起？翻了一本，看去章章里头似乎明白，细按起来，却不很明白。看着小注，又看讲章，闹到梆子下来了，自己想道：“我在诗词上觉得很容易，在这个上头竟没头脑。”便坐着呆呆的呆想。袭人道：“歇歇罢，做工夫也不在这一时的。”宝玉嘴里只管胡乱答应。麝月袭人才伏侍他睡下，两个才也睡了。及至睡醒一觉，听得宝玉炕上还是翻来复去。袭人道：“你还醒着呢么？你倒别混想了，养养神明儿好念书。”宝玉道：“我也是这样想，只是睡不着。你来给我揭去一层被。”袭人道：“天气不热，别揭罢。”宝玉道：“我心里烦躁的很。”自把被窝褪下来。袭人忙爬起来按住，把手去他头上一摸，觉得微微有些发烧。袭人道：“你别动了，有些发烧了。”宝玉道：“可不是。”袭人道：“这是怎么说呢！”宝玉道：“不怕，是我心烦的原故。你别吵嚷，省得老爷知道了，必说我装病逃学，不然怎么病的这样巧。明儿好了，原到学里去就完事了。”袭人也觉得可怜，说道：“我靠着你睡罢。”便和宝玉捶了一回脊梁，不知不觉大家都睡着了。</p>,鸳鸯,晴雯,姐姐
083.txt,<p>静了一时，略觉安顿。只听窗外悄悄问道：“紫鹃妹妹在家么？”雪雁连忙出来，见是袭人，因悄悄说道：“姐姐屋里坐着。”袭人也便悄悄问道：“姑娘怎么着？”一面走，一面雪雁告诉夜间及方才之事。袭人听了这话，也唬怔了，因说道：“怪道刚才翠缕到我们那边，说你们姑娘病了，唬的宝二爷连忙打发我来看看是怎么样。”正说着，只见紫鹃从里间掀起帘子望外看，见袭人，点头儿叫他。袭人轻轻走过来问道：“姑娘睡着了吗？”紫鹃点点头儿，问道：“姐姐才听见说了？”袭人也点点头儿，蹙着眉道：“终久怎么样好呢！那一位昨夜也把我唬了个半死儿。”紫鹃忙问怎么了，袭人道：“昨日晚上睡觉还是好好儿的，谁知半夜里一叠连声的嚷起心疼来，嘴里胡说白道，只说好象刀子割了去的似的。直闹到打亮梆子以后才好些了。你说唬人不唬人。今日不能上学，还要请大夫来吃药呢。”正说着，只听黛玉在帐子里又咳嗽起来。紫鹃连忙过来捧痰盒儿接痰。黛玉微微睁眼问道：“你和谁说话呢？”紫鹃道：“袭人姐姐来瞧姑娘来了。”说着，袭人已走到床前。黛玉命紫鹃扶起，一手指着床边，让袭人坐下。袭人侧身坐了，连忙陪着笑劝道：“姑娘倒还是躺着罢。”黛玉道：“不妨，你们快别这样大惊小怪的。刚才是说谁半夜里心疼起来？”袭人道：是宝二爷偶然魇住了，不是认真怎么样。”黛玉会意，知道是袭人怕自己又悬心的原故，又感激，又伤心。因趁势问道：“既是魇住了，不听见他还说什么？”袭人道：“也没说什么。”黛玉点点头儿，迟了半日，叹了一声，才说道：“你们别告诉宝二爷说我不好，看耽搁了他的工夫，又叫老爷生气。”袭人答应了，又劝道：“姑娘还是躺躺歇歇罢。”黛玉点头，命紫鹃扶着歪下。袭人不免坐在旁边，又宽慰了几句，然后告辞，回到怡红院，只说黛玉身上略觉不受用，也没什么大病。宝玉才放了心。</p>,雪雁,袭人,姐姐
083.txt,<p>走过院子里，只见贾母身边的丫头同着秋菱迎面走来。薛姨妈道：“你从那里来，老太太身上可安？”那丫头道：“老太太身上好，叫来请姨太太安，还谢谢前儿的荔枝，还给琴姑娘道喜。”宝钗道：“你多早晚来的？”那丫头道：“来了好一会子了。”薛姨妈料他知道，红着脸说道：“这如今我们家里闹得也不象个过日子的人家了，叫你们那边听见笑话。”丫头道：“姨太太说那里的话，谁家没个碟大碗小磕着碰着的呢。那是姨太太多心罢咧。”说着，跟了回到薛姨妈房中，略坐了一回就去了。宝钗正嘱咐香菱些话，只听薛姨妈忽然叫道：“左肋疼痛的很。”说着，便向炕上躺下。唬得宝钗香菱二人手足无措。要知后事如何，下回分解。</p>,贾母,秋菱,丫头
084.txt,<p>大家吃着酒。贾母便问道：“可是才姨太太提香菱，我听见前儿丫头们说‘秋菱’，不知是谁，问起来才知道是他。怎么那孩子好好的又改了名字呢？”薛姨妈满脸飞红，叹了一口气道：“老太太再别提起。自从蟠儿娶了这个不知好歹的媳妇，成日家咕咕唧唧，如今闹的也不成个人家了。我也说过他几次，他牛心不听说，我也没那么大精神和他们尽着吵去，只好由他们去。可不是他嫌这丫头的名儿不好改的。”贾母道：“名儿什么要紧的事呢？”薛姨妈道：“说起来我也怪臊的，其实老太太这边有什么不知道的。他那里是为这名儿不好，听见说他因为是宝丫头起的，他才有心要改。”贾母道：“这又是什么原故呢？”薛姨妈把手绢子不住的擦眼泪，未曾说，又叹了一口气，道：“老太太还不知道呢，这如今媳妇子专和宝丫头怄气。前日老太太打发人看我去，我们家里正闹呢。”贾母连忙接着问道：“可是前儿听见姨太太肝气疼，要打发人看去，后来听见说好了，所以没着人去。依我，劝姨太太竟把他们别放在心上。再者，他们也是新过门的小夫妻，过些时自然就好了。我看宝丫头性格儿温厚和平，虽然年轻，比大人还强几倍。前日那小丫头子回来说，我们这边还都赞叹了他一会子。都象宝丫头那样心胸儿脾气儿，真是百里挑一的。不是我说句冒失话，那给人家做了媳妇儿，怎么叫公婆不疼，家里上上下下的不宾服呢。”宝玉头里已经听烦了，推故要走，及听见这话，又坐了呆呆的往下听。薛姨妈道：“不中用。他虽好，到底是女孩儿家。养了蟠儿这个糊涂孩子，真真叫我不放心，只怕在外头喝点子酒，闹出事来。幸亏老太太这里的大爷二爷常和他在一块儿，我还放点儿心。”宝玉听到这里，便接口道：“姨妈更不用悬心。薛大哥相好的都是些正经买卖大客人，都是有体面的，那里就闹出事来。”薛姨妈笑道：“依你这样说，我敢只不用操心了。”说话间，饭已吃完。宝玉先告辞了，晚间还要看书，便各自去了。</p>,贾母,香菱,丫头
084.txt,<p>大家吃着酒。贾母便问道：“可是才姨太太提香菱，我听见前儿丫头们说‘秋菱’，不知是谁，问起来才知道是他。怎么那孩子好好的又改了名字呢？”薛姨妈满脸飞红，叹了一口气道：“老太太再别提起。自从蟠儿娶了这个不知好歹的媳妇，成日家咕咕唧唧，如今闹的也不成个人家了。我也说过他几次，他牛心不听说，我也没那么大精神和他们尽着吵去，只好由他们去。可不是他嫌这丫头的名儿不好改的。”贾母道：“名儿什么要紧的事呢？”薛姨妈道：“说起来我也怪臊的，其实老太太这边有什么不知道的。他那里是为这名儿不好，听见说他因为是宝丫头起的，他才有心要改。”贾母道：“这又是什么原故呢？”薛姨妈把手绢子不住的擦眼泪，未曾说，又叹了一口气，道：“老太太还不知道呢，这如今媳妇子专和宝丫头怄气。前日老太太打发人看我去，我们家里正闹呢。”贾母连忙接着问道：“可是前儿听见姨太太肝气疼，要打发人看去，后来听见说好了，所以没着人去。依我，劝姨太太竟把他们别放在心上。再者，他们也是新过门的小夫妻，过些时自然就好了。我看宝丫头性格儿温厚和平，虽然年轻，比大人还强几倍。前日那小丫头子回来说，我们这边还都赞叹了他一会子。都象宝丫头那样心胸儿脾气儿，真是百里挑一的。不是我说句冒失话，那给人家做了媳妇儿，怎么叫公婆不疼，家里上上下下的不宾服呢。”宝玉头里已经听烦了，推故要走，及听见这话，又坐了呆呆的往下听。薛姨妈道：“不中用。他虽好，到底是女孩儿家。养了蟠儿这个糊涂孩子，真真叫我不放心，只怕在外头喝点子酒，闹出事来。幸亏老太太这里的大爷二爷常和他在一块儿，我还放点儿心。”宝玉听到这里，便接口道：“姨妈更不用悬心。薛大哥相好的都是些正经买卖大客人，都是有体面的，那里就闹出事来。”薛姨妈笑道：“依你这样说，我敢只不用操心了。”说话间，饭已吃完。宝玉先告辞了，晚间还要看书，便各自去了。</p>,贾母,秋菱,丫头
084.txt,<p>大家吃着酒。贾母便问道：“可是才姨太太提香菱，我听见前儿丫头们说‘秋菱’，不知是谁，问起来才知道是他。怎么那孩子好好的又改了名字呢？”薛姨妈满脸飞红，叹了一口气道：“老太太再别提起。自从蟠儿娶了这个不知好歹的媳妇，成日家咕咕唧唧，如今闹的也不成个人家了。我也说过他几次，他牛心不听说，我也没那么大精神和他们尽着吵去，只好由他们去。可不是他嫌这丫头的名儿不好改的。”贾母道：“名儿什么要紧的事呢？”薛姨妈道：“说起来我也怪臊的，其实老太太这边有什么不知道的。他那里是为这名儿不好，听见说他因为是宝丫头起的，他才有心要改。”贾母道：“这又是什么原故呢？”薛姨妈把手绢子不住的擦眼泪，未曾说，又叹了一口气，道：“老太太还不知道呢，这如今媳妇子专和宝丫头怄气。前日老太太打发人看我去，我们家里正闹呢。”贾母连忙接着问道：“可是前儿听见姨太太肝气疼，要打发人看去，后来听见说好了，所以没着人去。依我，劝姨太太竟把他们别放在心上。再者，他们也是新过门的小夫妻，过些时自然就好了。我看宝丫头性格儿温厚和平，虽然年轻，比大人还强几倍。前日那小丫头子回来说，我们这边还都赞叹了他一会子。都象宝丫头那样心胸儿脾气儿，真是百里挑一的。不是我说句冒失话，那给人家做了媳妇儿，怎么叫公婆不疼，家里上上下下的不宾服呢。”宝玉头里已经听烦了，推故要走，及听见这话，又坐了呆呆的往下听。薛姨妈道：“不中用。他虽好，到底是女孩儿家。养了蟠儿这个糊涂孩子，真真叫我不放心，只怕在外头喝点子酒，闹出事来。幸亏老太太这里的大爷二爷常和他在一块儿，我还放点儿心。”宝玉听到这里，便接口道：“姨妈更不用悬心。薛大哥相好的都是些正经买卖大客人，都是有体面的，那里就闹出事来。”薛姨妈笑道：“依你这样说，我敢只不用操心了。”说话间，饭已吃完。宝玉先告辞了，晚间还要看书，便各自去了。</p>,香菱,秋菱,丫头
084.txt,<p>这里丫头们刚捧上茶来，只见琥珀走过来向贾母耳朵旁边说了几句，贾母便向凤姐儿道：“你快去罢，瞧瞧巧姐儿去罢。”凤姐听了，还不知何故，大家也怔了。琥珀遂过来向凤姐道：“刚才平儿打发小丫头子来回二奶奶，说巧姐身上不大好，请二奶奶忙着些过来才好呢。”贾母因说道：“你快去罢，姨太太也不是外人。”凤姐连忙答应，在薛姨妈跟前告了辞。又见王夫人说道：“你先过去，我就去。小孩子家魂儿还不全呢，别叫丫头们大惊小怪的，屋里的猫儿狗儿，也叫他们留点神儿。尽着孩子贵气，偏有这些琐碎。”凤姐答应了，然后带了小丫头回房去了。</p>,贾母,巧姐,丫头
085.txt,<p>话说赵姨娘正在屋里抱怨贾环，只听贾环在外间屋里发话道：“我不过弄倒了药铞子，洒了一点子药，那丫头子又没就死了，值的他也骂我，你也骂我，赖我心坏，把我往死里糟踏。等着我明儿还要那小丫头子的命呢，看你们怎么着！只叫他们堤防着就是了。”那赵姨娘赶忙从里间出来，握住他的嘴说道：“你还只管信口胡唚，还叫人家先要了我的命呢！”娘儿两个吵了一回。赵姨娘听见凤姐的话，越想越气，也不着人来安慰凤姐一声儿。过了几天，巧姐儿也好了。因此两边结怨比从前更加一层了。</p>,赵姨娘,贾环,丫头
085.txt,<p>且说珍、琏、宝玉三人回去，独有宝玉到贾母那边，一面述说北静王待他的光景，并拿出那块玉来。大家看着笑了一回。贾母因命人：“给他收起去罢，别丢了。”因问：“你那块玉好生带着罢？别闹混了。”宝玉在项上摘了下来，说：“这不是我那一块玉，那里就掉了呢。比起来，两块玉差远着呢，那里混得过。我正要告诉老太太，前儿晚上我睡的时候把玉摘下来挂在帐子里，他竟放起光来了，满帐子都是红的。”贾母说道：“又胡说了，帐子的檐子是红的，火光照着，自然红是有的。”宝玉道：“不是。那时候灯已灭了，屋里都漆黑的了，还看得见他呢。”邢王二夫人抿着嘴笑。凤姐道：“这是喜信发动了。”宝玉道：“什么喜信？”贾母道：“你不懂得。今儿个闹了一天，你去歇歇儿去罢，别在这里说呆话了。”宝玉又站了一回儿，才回园中去了。这里贾母问道：“正是。你们去看薛姨妈说起这事没有？”王夫人道：“本来就要去看的，因凤丫头为巧姐儿病着，耽搁了两天，今日才去的。这事我们都告诉了，姨妈倒也十分愿意，只说蟠儿这时侯不在家，目今他父亲没了，只得和他商量商量再办。”贾母道：“这也是情理的话。既这么样，大家先别提起，等姨太太那边商量定了再说。”</p>,王夫人,巧姐,丫头
085.txt,<p>不说贾母处谈论亲事，且说宝玉回到自己房中，告诉袭人道：“老太太与凤姐姐方才说话含含糊糊，不知是什么意思。”袭人想了想，笑了一笑道：“这个我也猜不着。但只刚才说这些话时，林姑娘在跟前没有？”宝玉道：“林姑娘才病起来，这些时何曾到老太太那边去呢。”正说着，只听外间屋里麝月与秋纹拌嘴。袭人道：“你两个又闹什么？”麝月道：“我们两个斗牌，他赢了我的钱他拿了去，他输了钱就不肯拿出来。这也罢了，他倒把我的钱都抢了去了。”宝玉笑道：“几个钱什么要紧，傻丫头，不许闹了。”说的两个人都咕嘟着嘴坐着去了。这里袭人打发宝玉睡下。不提。</p>,贾母,袭人,姐姐
085.txt,<p>宝玉笑着进了房门，只见黛玉挨着贾母左边坐着呢，右边是湘云。地下邢王二夫人。探春、惜春、李纨、凤姐、李纹、李绮、邢岫烟一干姐妹，都在屋里，只不见宝钗、宝琴、迎春三人。宝玉此时喜的无话可说，忙给贾母道了喜，又给邢王二夫人道喜，一一见了众姐妹，便向黛玉笑道：“妹妹身体可大好了？”黛玉也微笑道：“大好了。听见说二哥哥身上也欠安，好了么？”宝玉道：“可不是，我那日夜里忽然心里疼起来，这几天刚好些就上学去了，也没能过去看妹妹。”黛玉不等他说完，早扭过头和探春说话去了。凤姐在地下站着笑道：“你两个那里象天天在一处的，倒象是客一般，有这些套话，可是人说的‘相敬如宾’了。”说的大家一笑。林黛玉满脸飞红，又不好说，又不好不说，迟了一回儿，才说道：“你懂得什么？”众人越发笑了。凤姐一时回过味来，才知道自己出言冒失，正要拿话岔时，只见宝玉忽然向黛玉道：“林妹妹，你瞧芸儿这种冒失鬼。”说了一句，方想起来，便不言语了。招的大家又都笑起来，说：“这从那里说起。”黛玉也摸不着头脑，也跟着讪讪的笑。宝玉无可搭讪，因又说道：“可是刚才我听见有人要送戏，说是几儿？”大家都瞅着他笑。凤姐儿道：“你在外头听见，你来告诉我们。你这会子问谁呢？”宝玉得便说道：“我外头再去问问去。”贾母道：“别跑到外头去，头一件看报喜的笑话，第二件你老子今日大喜，回来碰见你，又该生气了。”宝玉答应了个“是”，才出来了。</p>,李绮,邢岫烟,姐妹
085.txt,<p>如此两日，已是庆贺之期。这日一早，王子腾和亲戚家已送过一班戏来，就在贾母正厅前搭起行台。外头爷们都穿着公服陪侍，亲戚来贺的约有十余桌酒。里面为着是新戏，又见贾母高兴，便将琉璃戏屏隔在后厦，里面也摆下酒席。上首薛姨妈一桌，是王夫人宝琴陪着，对面老太太一桌，是邢夫人岫烟陪着，下面尚空两桌，贾母叫他们快来，一回儿，只见凤姐领着众丫头，都簇拥着林黛玉来了。黛玉略换了几件新鲜衣服，打扮得宛如嫦娥下界，含羞带笑的出来见了众人。湘云、李纹、李纨都让他上首座，黛玉只是不肯。贾母笑道：“今日你坐了罢。”薛姨妈站起来问道：“今日林姑娘也有喜事么？”贾母笑道：“是他的生日。”薛姨妈道：“咳，我倒忘了。”走过来说道：“恕我健忘，回来叫宝琴过来拜姐姐的寿。”黛玉笑说“不敢”。大家坐了。那黛玉留神一看，独不见宝钗，便问道：“宝姐姐可好么？为什么不过来？”薛姨妈道：“他原该来的，只因无人看家，所以不来。”黛玉红着脸微笑道：“姨妈那里又添了大嫂子，怎么倒用宝姐姐看起家来？大约是他怕人多热闹，懒待来罢。我倒怪想他的。”薛姨妈笑道：“难得你惦记他。他也常想你们姊妹们，过一天我叫他来，大家叙叙。”</p>,薛姨妈,王夫人,丫头
085.txt,<p>如此两日，已是庆贺之期。这日一早，王子腾和亲戚家已送过一班戏来，就在贾母正厅前搭起行台。外头爷们都穿着公服陪侍，亲戚来贺的约有十余桌酒。里面为着是新戏，又见贾母高兴，便将琉璃戏屏隔在后厦，里面也摆下酒席。上首薛姨妈一桌，是王夫人宝琴陪着，对面老太太一桌，是邢夫人岫烟陪着，下面尚空两桌，贾母叫他们快来，一回儿，只见凤姐领着众丫头，都簇拥着林黛玉来了。黛玉略换了几件新鲜衣服，打扮得宛如嫦娥下界，含羞带笑的出来见了众人。湘云、李纹、李纨都让他上首座，黛玉只是不肯。贾母笑道：“今日你坐了罢。”薛姨妈站起来问道：“今日林姑娘也有喜事么？”贾母笑道：“是他的生日。”薛姨妈道：“咳，我倒忘了。”走过来说道：“恕我健忘，回来叫宝琴过来拜姐姐的寿。”黛玉笑说“不敢”。大家坐了。那黛玉留神一看，独不见宝钗，便问道：“宝姐姐可好么？为什么不过来？”薛姨妈道：“他原该来的，只因无人看家，所以不来。”黛玉红着脸微笑道：“姨妈那里又添了大嫂子，怎么倒用宝姐姐看起家来？大约是他怕人多热闹，懒待来罢。我倒怪想他的。”薛姨妈笑道：“难得你惦记他。他也常想你们姊妹们，过一天我叫他来，大家叙叙。”</p>,薛姨妈,邢夫人,丫头
085.txt,<p>如此两日，已是庆贺之期。这日一早，王子腾和亲戚家已送过一班戏来，就在贾母正厅前搭起行台。外头爷们都穿着公服陪侍，亲戚来贺的约有十余桌酒。里面为着是新戏，又见贾母高兴，便将琉璃戏屏隔在后厦，里面也摆下酒席。上首薛姨妈一桌，是王夫人宝琴陪着，对面老太太一桌，是邢夫人岫烟陪着，下面尚空两桌，贾母叫他们快来，一回儿，只见凤姐领着众丫头，都簇拥着林黛玉来了。黛玉略换了几件新鲜衣服，打扮得宛如嫦娥下界，含羞带笑的出来见了众人。湘云、李纹、李纨都让他上首座，黛玉只是不肯。贾母笑道：“今日你坐了罢。”薛姨妈站起来问道：“今日林姑娘也有喜事么？”贾母笑道：“是他的生日。”薛姨妈道：“咳，我倒忘了。”走过来说道：“恕我健忘，回来叫宝琴过来拜姐姐的寿。”黛玉笑说“不敢”。大家坐了。那黛玉留神一看，独不见宝钗，便问道：“宝姐姐可好么？为什么不过来？”薛姨妈道：“他原该来的，只因无人看家，所以不来。”黛玉红着脸微笑道：“姨妈那里又添了大嫂子，怎么倒用宝姐姐看起家来？大约是他怕人多热闹，懒待来罢。我倒怪想他的。”薛姨妈笑道：“难得你惦记他。他也常想你们姊妹们，过一天我叫他来，大家叙叙。”</p>,薛姨妈,林黛玉,丫头
085.txt,<p>如此两日，已是庆贺之期。这日一早，王子腾和亲戚家已送过一班戏来，就在贾母正厅前搭起行台。外头爷们都穿着公服陪侍，亲戚来贺的约有十余桌酒。里面为着是新戏，又见贾母高兴，便将琉璃戏屏隔在后厦，里面也摆下酒席。上首薛姨妈一桌，是王夫人宝琴陪着，对面老太太一桌，是邢夫人岫烟陪着，下面尚空两桌，贾母叫他们快来，一回儿，只见凤姐领着众丫头，都簇拥着林黛玉来了。黛玉略换了几件新鲜衣服，打扮得宛如嫦娥下界，含羞带笑的出来见了众人。湘云、李纹、李纨都让他上首座，黛玉只是不肯。贾母笑道：“今日你坐了罢。”薛姨妈站起来问道：“今日林姑娘也有喜事么？”贾母笑道：“是他的生日。”薛姨妈道：“咳，我倒忘了。”走过来说道：“恕我健忘，回来叫宝琴过来拜姐姐的寿。”黛玉笑说“不敢”。大家坐了。那黛玉留神一看，独不见宝钗，便问道：“宝姐姐可好么？为什么不过来？”薛姨妈道：“他原该来的，只因无人看家，所以不来。”黛玉红着脸微笑道：“姨妈那里又添了大嫂子，怎么倒用宝姐姐看起家来？大约是他怕人多热闹，懒待来罢。我倒怪想他的。”薛姨妈笑道：“难得你惦记他。他也常想你们姊妹们，过一天我叫他来，大家叙叙。”</p>,王夫人,邢夫人,丫头
